title	BV	tname	time	up_uid	up_name	view	like	coin	share	rcmd_reason
“60%吸血流”疯狗！重做后彻底疯狂......	BV1yN411H7Fo	电子竞技	2023-09-21 22:05:38	1348017030	肖洋哥	497346	20280	1284	177	无推荐理由
在丹麦就是个大熨斗，你想卷，马上给你熨平了#丹麦#海外生活#海外奇遇见闻录 #随拍##记录真实生活	BV148411v7TC	日常	2023-09-21 09:35:10	3494366674946689	丹麦迷歌	564617	44913	913	5887	无推荐理由
探秘中国最贵超市！1000元能买什么？到底有多贵？	BV1Yw411e7N3	美食侦探	2023-09-19 12:25:00	406636263	HOLA小测佬	3607074	146389	28742	7553	百万播放
开 黑 队 友 现 状	BV1Hu411g7Up	网络游戏	2023-09-21 17:09:13	495695169	锤子game	1052249	79992	550	2438	无推荐理由
今天放纵日，集装箱蛋糕登场！	BV1XN411H7tT	健身	2023-09-22 17:10:13	44708078	努力的橙子在增肌	192116	26375	1322	2431	无推荐理由
向女儿奔来的妈妈	BV1Yy4y1F7YT	绘画	2023-09-21 23:02:08	44106618	画画的烛龙	866071	100218	1855	448	9万点赞
《力王》被删改的狱长BOSS战，原著有多精彩离谱？热血解说完整过程！	BV1em4y157AN	影视杂谈	2023-09-21 22:00:21	401641134	阿德LBG	463600	13355	1445	261	无推荐理由
又到了吃蟹的季节，今天做个全蟹宴，安排！	BV1Dh4y1A7bP	美食制作	2023-09-21 15:43:02	531454208	寻真味佬美	428330	26566	807	428	无推荐理由
华为炸裂！手机一波未平，平板一波又起～	BV1aH4y1S7oV	财经商业	2023-09-20 15:45:43	520819684	小Lin说	1818933	100498	35000	4250	百万播放
谷歌出了更抽象的emoji，感觉不比表情包差了已经	BV1BN411H7XS	搞笑	2023-09-19 16:05:15	530646879	你怎么_突然不笑了	2382735	65916	3803	15662	百万播放
汤姆：cos银手但买不到机械臂？断更两周自己做！	BV1Qz4y1V7kV	手工	2023-09-22 18:28:38	11643866	汤姆的混乱空间	163116	19171	4651	669	很多人点赞
【轰】我在娱乐圈拉洗拉料！	BV1nk4y1c7Ku	短片·手书	2023-09-22 19:59:18	3493089977043464	米尼麦泥轰	85048	14873	1568	107	无推荐理由
霸王茶姬全系列23种奶茶大测评！究竟哪款最好喝？？？	BV1H34y1N7yL	美食测评	2023-09-19 13:25:34	478691043	穿毛裤的小拉泽	697557	39806	5174	3999	无推荐理由
每周100万人次，香港人有多爱来深圳消费	BV1Nm4y157F4	出行	2023-09-21 17:37:56	261168118	小豹城市探索	399426	12660	574	1213	无推荐理由
【每天早晨5点起床】我的身体发生了什么变化?!	BV1u8411v7mc	健身	2023-09-18 15:43:45	66391032	帅soserious	2650150	132198	44003	13107	百万播放
不会只有我爸这样吧	BV1yV411A738	搞笑	2023-09-22 16:11:52	1241806378	叫我死盖就好	298106	34733	4697	646	无推荐理由
探秘胡蜂神秘部位，解锁蜂蛹神奇美食	BV15u411w7Ky	美食记录	2023-09-21 23:12:08	1206156500	老郭美食	430644	32412	8064	1259	很多人点赞
摸一下小跳蛛的头	BV1Eu4y1z7Xb	小宠异宠	2023-09-21 15:46:18	169478134	野生型酵母菌	950120	31045	548	4714	无推荐理由
这别墅到底是咋住上的啊？	BV1tV411c7uQ	日常	2023-09-22 13:22:43	3493140184959872	张天琪s	353442	26081	3799	134	无推荐理由
盘点儿时的那些广告，你还记得几个？	BV1Jm4y157DP	设计·创意	2023-09-19 10:06:21	2079057492	小王很头大	930723	19615	2566	3510	无推荐理由
南方人在北方上学要注意什么？	BV1x8411q7vf	搞笑	2023-09-16 01:29:02	95515699	粤知一二	4695700	402520	10948	10311	百万播放
《小貔貅下山记》第二集	BV1o8411v7Uz	小剧场	2023-09-21 17:07:39	543740771	煎饼果仔呀	579819	91174	8626	701	9万点赞
公开处刑！同演消防员，杨洋vs黄景瑜，被吊打！	BV17u4y1z7bK	影视杂谈	2023-09-21 18:52:08	31603563	不八卦会死星人V	464762	16907	918	2706	大家都在搜
米哈游你管这叫崩坏3？！崩坏3第二部前瞻完全解析！	BV1Fh4y1Y7AQ	手机游戏	2023-09-22 22:47:48	8469526	果蝇轰	107816	15308	1551	697	手机游戏·人气飙升
星穹铁道教你0基础做美食	BV1ty4y1F7mU	手机游戏	2023-09-19 20:10:15	1340190821	崩坏星穹铁道	2033729	234148	38926	91517	百万播放
有时候交警拦车，并不是为了处罚	BV1Zp4y1c7Z4	汽车生活	2023-09-20 01:05:52	22649032	大锤RUNKMD	1093954	78601	9455	829	百万播放
细读经典：你管这叫喜剧？开心麻花巅峰之作《驴得水》	BV1184y1S7c1	影视杂谈	2023-09-19 16:52:25	17819768	电影最TOP	1451018	53956	16659	2118	百万播放
假如现实生活也有网络延迟！蚌埠住了，哈哈哈~	BV1t8411y7w3	搞笑	2023-09-22 17:14:17	94281836	文西与阿漆	196485	17882	959	172	无推荐理由
和高中同学恋爱九年并结婚	BV1ij411k7sP	日常	2023-09-20 11:49:52	21669918	瑶瑶怪	543242	25948	6876	2416	无推荐理由
三明真是个好地方，就是船票有点贵。	BV1aN411H7LX	出行	2023-09-20 19:57:28	41637666	洛杉矶嬴政W	924483	101164	9694	3668	10万点赞
美国夫妇领养中国孤儿，从弃婴变成富家千金，10年变化有多大？	BV16P411b7ct	人文历史	2023-09-20 20:37:26	1858520088	见世君	1476752	79819	1172	2003	无推荐理由
电动三轮房车遭遇超级大暴雨能顶得住吗？	BV1np4y1P7MN	出行	2023-09-18 23:57:43	3493268790708969	水煮驴流浪生活	916112	12186	1193	429	无推荐理由
用骨骼和冰白曜石打制的镰刀，死神看了都说好	BV1uH4y1S7kF	极客DIY	2023-09-17 15:06:33	9030440	修一j	2070402	157805	72714	7779	百万播放
不敢逛漫展 怕被社牛调戏	BV1X94y1H7rM	搞笑	2023-09-19 21:42:12	470962000	落九川	1971300	91925	9452	1048	百万播放
【符玄】⚡你能忍受坏蛋的洗脑么⚡ˉ﹃ˉ⚡	BV1oF411U72n	鬼畜调教	2023-09-21 16:02:28	115058458	莉可Kurisu	272478	48513	7489	2860	鬼畜调教·人气飙升
【王刚探店】成都陈氏凉粉，上菜用车推，拿菜全靠抢	BV1fm4y157dU	美食侦探	2023-09-22 15:36:54	429748638	餐饮研究员王刚	256374	17179	2562	964	无推荐理由
中 药 世 家｜【海东老师】2023年9月21直播	BV1tP411b7i8	搞笑	2023-09-21 17:43:55	11083481	海东鉴宝	482475	19957	608	467	无推荐理由
「小白」 红米Note 13 Pro+测评：曲屏IP68+天玑7200 Ultra	BV1Qh4y1A7S8	数码	2023-09-21 16:41:15	8969156	小白测评	712762	22389	2386	2453	无推荐理由
（这也能解说？！）北美赛区街头综合格斗赛！太激情啦！！	BV1G34y1N72z	搞笑	2023-09-21 10:54:34	1372433	Super也好君	188180	23059	1008	750	无推荐理由
【战双帕弥什】新版本「碑火铸脊」PV公开 | 硝烟四起，向死逢生	BV1op4y1c7xN	手机游戏	2023-09-20 16:50:55	382651856	战双帕弥什	834806	25608	6924	2168	无推荐理由
寰宇蝗灾的究极双爆 钞能力下的龋齿模型 硬核推演	BV1mP411b7Bu	手机游戏	2023-09-22 18:18:15	37946619	正人君子大白鸽	136127	10968	3617	1303	无推荐理由
开始狠狠共情学前教育专业了	BV1DV411A7sn	搞笑	2023-09-22 03:52:45	9841658	是莫叔叔吗	272090	28277	6605	1823	搞笑·人气飙升
不求卖得多，只求不翻车！打人比打价格更重要！	BV1Nm4y1L7Z8	出行	2023-09-22 03:19:45	67141499	大漠叔叔	432179	41175	4230	300	出行·人气飙升
【崩坏星穹铁道】KFC肯德基联动 线下攻略	BV1qP411b7aD	手机游戏	2023-09-21 17:26:52	1773346	莴苣某人	344188	33938	832	4147	手机游戏·人气飙升
【时代少年团】《三人行》10：放飞行	BV1794y1p7Lx	明星综合	2023-09-21 14:06:17	3670216	TF家族	820609	43141	12198	1401	无推荐理由
山歌社首次排练 太矜持了 头都大了	BV1Bk4y1F7Br	综艺	2023-09-19 23:50:13	3494378840525437	陈圆圆超可爱	297299	41728	569	1096	很多人点赞
志仓的痛	BV1Y34y1A7H3	搞笑	2023-09-22 15:05:43	1548805549	甜蜜老张	278135	30368	1272	667	无推荐理由
“今日方知我是我，那些真正清醒的灵魂。”	BV11k4y1F7c2	日常	2023-09-20 13:59:11	3537124148120297	bili_88934177414	344797	7073	817	557	无推荐理由
再创历史！火影首位5800万战力达成！还差200万战力！	BV1Pm4y1L7Jw	手机游戏	2023-09-22 12:32:53	38568774	鬼叔黍	270638	17850	4426	225	无推荐理由
社牛小狗太有心机，天气凉快就不串门了，还找了新欢！	BV17w411v7Xm	汪星人	2023-09-22 10:58:40	414702734	哈仔十一	374594	30960	5457	379	无推荐理由
这才叫跳舞！带劲的力量腿～穿10厘米高跟凉鞋跳《bubble pop》【清清】	BV1Tr4y1f7Fc	明星舞蹈	2023-09-22 14:50:12	26328593	耿清清呀	151972	14238	2519	401	无推荐理由
在山里想吃个撒子，都只能自己动手，简简单单做点炸鸡吃！	BV1K8411i7pw	田园美食	2023-09-22 01:12:53	1529656577	孤独美食咖	239611	24413	1315	1075	无推荐理由
钻石价格，我们河南已经打下来了	BV1jz4y1L74D	社科·法律·心理	2023-09-21 16:02:38	397490386	肝帝董佳宁	491718	31569	3652	3360	无推荐理由
【瓢特】2023俄测FS饭拍 | 彼得·古门尼克 20230917《道林·格雷的画像》	BV1sN411H7PZ	竞技体育	2023-09-21 02:47:20	1460828908	random-fs-videos	261847	27566	2111	5625	很多人分享
夏油杰在天堂遇见五条悟	BV1X94y1H7GU	搞笑	2023-09-21 18:50:04	1835967	善良的诚哥	893421	74415	1565	7903	7万点赞
黑 暗 森 林 7.0	BV1JP411b7ug	单机游戏	2023-09-20 20:41:58	20669779	敲萌豹风党	296095	33732	2421	1607	无推荐理由
《 我 瞄 准 了 》	BV1h94y1W7RQ	搞笑	2023-09-14 17:31:45	317783104	超正经的小李	199709	17659	830	208	很多人点赞
前奏一响，我们的变身燃爆全场！！	BV1mu411c7Xj	特摄	2023-09-19 16:29:03	1255648853	凡嘉原创	338807	29784	9320	846	无推荐理由
当 代 大 学 生 精 神 现 状	BV1Zr4y1Z7jR	短片·手书	2023-09-22 17:58:40	321422126	进击的金厂长	110238	14632	3513	119	短片·手书·人气飙升
封狼居胥！汉武大帝聚敛四海的发财秘密！农耕民族北伐之战的荣耀之巅！	BV1hV411A7Jn	人文历史	2023-09-19 12:10:14	504934876	渤海小吏	1245408	90811	57491	4209	百万播放
《幻塔》枯荣与两面，南音拟态PV发布	BV1Pu4y1r7eT	手机游戏	2023-09-12 11:32:31	586631367	幻塔	504749	12548	2436	3817	无推荐理由
【亚某爆料时间】宫本武藏-惊梅引皮肤爆料视频来啦！	BV1np4y1w7E9	电子竞技	2023-09-22 02:47:01	57863910	王者荣耀	469552	15344	897	11579	无推荐理由
唢呐一响，___________	BV1XK4y1c71F	演奏	2023-09-16 11:19:20	1135985267	奈不归	388281	18810	1192	542	无推荐理由
老婆不在家的快乐 水洞啊	BV1Uy4y1F7oX	搞笑	2023-09-19 18:27:05	315591182	男人的快乐老丁	1781589	76378	854	935	无推荐理由
自制关卡：开炮！	BV1jH4y1S7Ke	单机游戏	2023-09-20 22:28:53	97213827	潜艇伟伟迷	677968	32091	1296	387	无推荐理由
“这短短三分钟，铭刻着我们多少的光阴”	BV1RK4y1c7xS	MAD·AMV	2023-09-17 14:26:36	433492444	轻风up	180680	39170	12771	1127	无推荐理由
第一次尝试跳钢管舞，好紧张！！！	BV1az4y1L77S	舞蹈综合	2023-09-21 23:34:46	13647660	竹笙Zoe	623422	23449	2531	4950	无推荐理由
广西老乡听说漠叔来了，连夜做饭请客，开心极了	BV1Lm4y1N7P5	出行	2023-09-15 23:42:44	67141499	大漠叔叔	955939	88049	25944	1485	8万点赞
去找你的日照金山	BV1X94y1p7mH	短片	2023-09-22 10:34:33	1805992672	创作失败	110643	15568	1743	776	无推荐理由
【钢铁雄心4新东亚】抗日！ #5 直捣黄龙！（完结）	BV1Zu4y1r7jX	单机游戏	2023-09-21 18:55:59	28195191	鉴士Sworder	118920	15669	10266	301	无推荐理由
你好可以去你家给你做饭吗？假期游玩篇2！镰仓篇！	BV1Lj41187zN	搞笑	2023-09-22 16:51:24	490042702	陈善福儿	139819	28252	7005	861	无推荐理由
这段话可以救我千千万万次：	BV1Tj411C7D6	日常	2023-09-19 23:35:30	519189384	贝贝呀ii	663256	51169	9427	2571	5万点赞
88岁的“杀手”	BV1jy4y1F7sB	单机游戏	2023-09-19 19:51:13	381337474	骨灰级游戏玩家_杨老头	1312543	58002	3651	9674	无推荐理由
体验一天合约情侣，我破防了！	BV1xy4y1F7J5	搞笑	2023-09-20 18:54:50	90361813	三十六贱笑	490793	26018	2245	3441	无推荐理由
被爱会疯狂长出血肉	BV1Kj411C7ww	喵星人	2023-09-19 10:22:11	145897702	十九是只喵吖	1490164	177092	59025	1504	百万播放
笑不活了！和女友去新疆旅游，全程只说反话...	BV1Gw411v7HG	搞笑	2023-09-22 15:37:18	7552204	啊吗粽	193491	18149	3220	481	搞笑·人气飙升
当班级里有人讲黄色……我开诚布公地教育了	BV1tj411k7Ef	日常	2023-09-18 16:24:17	16978683	圆脸然老师	1827169	78075	23475	6567	百万播放
[罪恶都市]精卫填海=警卫填海	BV1Gz4y1V7oY	单机游戏	2023-09-19 10:31:34	490802765	Dovis_1	1906693	79733	1444	1743	无推荐理由
10部2023年这些国漫已经杀疯了！简直神仙打架！国漫崛起！	BV1Um4y1V7ts	综合	2023-09-17 15:26:00	671509674	泡泡信c	454236	19825	2621	1766	无推荐理由
你的大学真的比高中快乐吗？	BV1LF411S7mr	日常	2023-09-20 23:12:57	1544955105	困境-国服戈娅	915596	45116	1066	92	无推荐理由
网吧通宵必然是大瓶冰红茶起手	BV1vV411A734	日常	2023-09-21 21:35:14	400907285	网瘾少年山治w	219825	6578	1120	505	无推荐理由
咳嗯！现在插播一首「慈眉善目肯德基爷爷」为来自星穹列车的开拓者点播的歌曲！	BV1by4y1F7nS	日常	2023-09-20 15:01:50	275338136	肯德基	1229066	145714	17715	60907	百万播放
对不起，我又又搞假背景了！！	BV1Qh4y1h7w1	三农	2023-09-20 12:28:40	50316381	疆域阿力木	806231	74630	959	171	无推荐理由
【短的发布会】纯享T台走秀！！荣耀V purse一键深V到底！	BV1U84y1S7mB	数码	2023-09-21 19:46:19	287795639	短的发布会	532591	35721	1544	1585	无推荐理由
参加李炮儿的婚礼！	BV1a94y1p79n	美食测评	2023-09-20 21:16:04	3493077696121618	张圣叹Yo	1296736	157787	6261	648	百万播放
刀削面：没有10年功夫都不敢这么削	BV1tm4y1577H	美食侦探	2023-09-21 22:08:33	476704454	小文哥吃吃吃	206213	16027	1525	409	很多人点赞
不想给就直说嘛，还假吧意思来问，呜呜呜~	BV1tH4y1S7FM	搞笑	2023-09-21 20:00:30	54091976	拾镹i	721291	56736	3705	2574	5万点赞
纯黑《生化危机4艾达篇》Zombie May Cry 第一期	BV13V411A7D5	单机游戏	2023-09-21 23:22:33	585267	-纯黑-	272691	21177	11410	788	无推荐理由
孤独把人逼疯需要多少时间？这款游戏的结局过于阴暗	BV1zP411b7HZ	单机游戏	2023-09-21 18:09:03	249115678	好运的鱼	452563	21075	860	180	无推荐理由
中国现在，非常缺油！【地球知识局】	BV1nu411g7Sk	科学科普	2023-09-20 15:34:46	100785033	地球知识局	993972	38045	4401	1684	无推荐理由
伯爵大人，您对“圣光”是不是有什么误解？	BV1ow411e7ea	短片·手书	2023-09-19 16:47:31	50844167	可靠de伏特加	377321	39389	1854	2212	无推荐理由
“直到李佳琦翻车才明白，原来罗翔老师说的都是真的，句句真理”	BV1n34y1N7RK	日常	2023-09-20 20:18:37	478351069	罗老师人生哲学观	588568	44417	2561	1487	很多人点赞
水果还能这么吃！这次网购水果真的太成功啦	BV1bu4y1z75j	美食测评	2023-09-20 14:51:25	3493111955196309	不太会做面包的美博	490608	24262	636	137	无推荐理由
【李若彤】和我一样有含胸驼背问题？这4个方法亲测有效！	BV1w34y1N7FM	明星综合	2023-09-21 15:07:21	1195221374	李若彤	170617	10995	2070	1111	无推荐理由
【ASMR】通泪腺，但无人声，超舒服好睡|助眠|哄睡|按摩|沉浸式|情景助眠	BV1rN411H7if	日常	2023-09-22 00:07:31	689904	展展展不开	75389	4090	1488	37	无推荐理由
什么盆？	BV1AV411A7XX	搞笑	2023-09-21 10:14:26	1410061278	我是李PD啊	304281	29926	680	353	无推荐理由
不是删减的问题！《白日焰火》本身就拍了两个版本	BV1tV411A7hC	影视杂谈	2023-09-20 09:22:35	386869863	培根悖论唠唠嗑	895104	38405	9408	1263	无推荐理由
小 时 候 的 死 要 面 子 活 受 罪	BV1xV411c7r4	搞笑	2023-09-22 15:52:43	297242063	黄一刀有毒	250268	20630	800	274	很多人点赞
到底是谁在生产这些东西 很会哈哈哈~	BV1QF411U7GF	日常	2023-09-19 23:30:00	316974495	潮玩小明仔	2585444	232629	1354	31181	百万播放
【刃牙道】神级本部狂虐武藏至残？本部以藏彻底颠覆刃牙世界观！	BV1Fj41187Fu	动漫杂谈	2023-09-22 18:58:36	3127763	鸡蛋高	83002	9006	7174	155	无推荐理由
导师货不对版怎么办	BV1hz4y1L7Ua	搞笑	2023-09-21 19:50:25	1046210349	迂磨二公子	547167	71218	3885	3713	7万点赞
英国硕士去澳洲做电力工人，爸妈觉得丢脸，直到一年赚了100万	BV1F34y1N7RB	日常	2023-09-20 19:41:22	4249401	20岁了还没去过星巴克	676971	17311	2146	10003	无推荐理由
罗浮新将军自律的一天	BV1w34y1N7aU	手机游戏	2023-09-21 16:19:50	1320523	饭帅	451865	56796	1688	2884	5万点赞
可以说这辈子最倒霉的一个月了	BV1v84y1S7VW	综合	2023-09-20 23:31:43	176135235	星野怜Official	831498	127710	36311	431	12万点赞
汉武帝晚年为什么要破釜沉舟，放手一搏？【丰言疯话】	BV1sN411H7A3	人文历史	2023-09-21 23:09:42	264869770	丰言疯话	189635	12550	5198	2457	无推荐理由
外地小伙被内蒙壮汉摔倒在地，捂着屁股带兄弟吃炖羊肉补补...	BV1TF411S7rf	美食侦探	2023-09-20 17:16:29	99157282	盗月社食遇记	1542518	92566	31889	1859	百万播放
主观对比8类热门显示设备，你用过几种？	BV1KF411S7X5	数码	2023-09-21 23:03:55	125526	-LKs-	250174	22274	3736	335	无推荐理由
蠢蠢的死法，甄嬛传版	BV1tN411H7Yk	影视杂谈	2023-09-20 22:22:04	3997812	S同学甄不错	593020	8749	1211	549	无推荐理由
今天的嘴角比AK还难压	BV1dj411b7dr	搞笑	2023-09-22 04:53:00	350456040	虎牙龙斯基	356529	39939	914	1399	无推荐理由
本将军威名赫赫，病魔宵小速速退去！不可再犯！	BV1eH4y1S7H7	日常	2023-09-21 12:25:17	1581262377	让世界看见妳	334553	69029	1052	135	6万点赞
"「新海诚/𝙎𝙖𝙘𝙧𝙚𝙙 𝙋𝙡𝙖𝙮 𝙎𝙚𝙘𝙧𝙚𝙩 𝙋𝙡𝙖𝙘𝙚」-""我听见我的身体里刮起一阵狂风"""	BV1zk4y1w7kH	MAD·AMV	2023-09-16 01:05:19	30502823	学姐圆	468987	107050	23952	2829	10万点赞
《情深深雨濛濛》：我的爱情是拿命换的！	BV1ay4y1F7BB	影视杂谈	2023-09-21 18:04:45	34189415	low君热剧	280302	14809	1020	610	无推荐理由
沉浸式颂钵SPA，曼玉：颅内高潮了	BV1Xj411k77p	汪星人	2023-09-21 19:23:50	390790215	是曼玉不是鳗鱼	460356	70278	2074	4466	7万点赞
十秒创作接力，最后竟然画成了？	BV1Km4y157eu	绘画	2023-09-21 17:31:01	1176972733	张煜东East	308833	41504	1501	182	无推荐理由
从没讲过的音乐出现了!蔚蓝档案的音乐什么水平？丨HOPICO	BV1gh4y1Y73t	乐评盘点	2023-09-22 14:06:10	261485584	HOPICO	92408	10040	4089	1284	乐评盘点·人气飙升
最后悔的一期！四平最补的饭店，专做下三路狠货，可惜拉了	BV1B94y1p7Lh	美食侦探	2023-09-21 13:44:25	1563385862	转生成为毛毛	292996	11667	1384	4848	无推荐理由
深度解读：李佳琦危机，给普通人什么启示	BV1Xj411k7M6	娱乐杂谈	2023-09-21 14:48:34	140312650	瞻云云	391125	26109	8967	2263	无推荐理由
【不齐舞团】乌蒙山连着山外山！”下一句_____？	BV1xw411e7CS	舞蹈综合	2023-09-19 19:16:06	267685040	不齐舞团	2366577	206363	8507	14183	百万播放
好莱坞也不过如此！成龙教好莱坞如何拍动作片！《尖峰时刻》有多经典？	BV1HH4y1S7WY	影视杂谈	2023-09-20 10:31:04	397286677	龍影Jackiemovie	730469	34310	1174	221	无推荐理由
林娜琏+Felix NO PROBLEM Live版公开	BV17h4y1a71w	音乐现场	2023-09-21 23:15:04	16720403	pcyxjy	269814	29919	3572	5265	无推荐理由
闲鱼赌显卡，但是一次性赌了15张坏卡...	BV1T94y1p7oD	数码	2023-09-20 20:29:49	67108785	卢西奥显卡速修	337263	20095	9413	557	无推荐理由
上学当显眼包的后果(这真的超级无敌宇宙真实呀呀呀)	BV1A94y1p7jw	搞笑	2023-09-21 17:35:22	68439967	萧枭同学	804059	41391	830	150	无推荐理由
乡村真人版海贼王（2）	BV1Yu4y1r77K	搞笑	2023-09-20 12:42:35	385626302	阿拉丁狗蛋儿	1035704	118617	28539	15280	百万播放
【萌黄一槽】神秘面具男[红夜之刃]全技能爆料！全新长赛季S忍来袭！	BV1H8411v7nV	手机游戏	2023-09-20 23:44:22	441897078	火影忍者手游情报君	1456979	82362	13559	47471	百万播放
4亿玩家又怎样？雷霆战机深情演绎什么叫作死！	BV1N94y1p7hW	网络游戏	2023-09-20 17:52:00	1909637598	我叫王舒彤	818137	35710	2476	673	无推荐理由
历时2000场 只为这一刻《世界纪录·冰镇河蟹》	BV1G8411v7U9	电子竞技	2023-09-21 13:42:25	320937403	纪憨猪	363804	20861	4541	574	无推荐理由
随机模仿者   竟然出现僵王！	BV1Bk4y1F7LD	单机游戏	2023-09-20 01:57:06	651321640	小粽爱单机	813563	41101	681	1681	无推荐理由
【新版】人工抢票最速传说，全网最详细的12306抢票教程（大概）	BV1p34y1N76A	出行	2023-09-20 19:52:36	285803237	穗霁映虹	340820	11447	3345	8182	无推荐理由
这种假多放一点！	BV1xh4y1e7VL	小剧场	2023-09-20 14:34:29	1614789471	派小轩	1395559	130624	4168	1600	无推荐理由
【某幻/老番茄/中国boy/花少北】上海zoo爆笑喊麦现场！！全程高能不容错过！！	BV1Vz4y1V7wM	日常	2023-09-21 23:49:00	10955921	梦晗家的木绘	179088	19104	2348	3988	很多人分享
小地方女孩，到深圳谋生处处碰壁后沦为落魄老姐，妄图当网络小丑赚钱	BV1Wy4y1F79H	出行	2023-09-20 23:42:26	35847683	峰哥亡命天涯	798117	27036	7931	5695	无推荐理由
新版本首曝来袭，神装自助餐，福利大狂欢！	BV1G8411i7M9	手机游戏	2023-09-22 11:22:45	21619102	网易逆水寒	293503	7088	1249	5481	无推荐理由
大结局：陆光真的来自未来！“陆光为了拯救程小时，究竟尝试了多少次！”【时光代理人】	BV1o84y1S7Pp	MAD·AMV	2023-09-22 16:07:55	175333301	哇周某人	120167	7134	1439	469	无推荐理由
2018年的秋天已经是六年前了	BV1hP411b7kZ	搞笑	2023-09-20 18:26:27	505225239	-贾斯丁-	1449249	216664	8565	5265	百万播放
谁才是百慕大三角的真正话事人？	BV1Ku4y167Wo	人文历史	2023-09-22 14:01:08	11684621	太阳星sunstar	111939	15531	1991	111	无推荐理由
【星铁剧场】前进！目标是肯德基站台！	BV1bk4y1F7s4	短片·手书	2023-09-21 18:30:22	11742550	哈米伦的弄笛者	155652	29889	3839	2939	无推荐理由
玲 可 挑 战 鲱 鱼 罐 头	BV1xN411H7dU	仿妆cos	2023-09-21 17:19:57	171368594	六二二同学w	459573	49851	3719	2094	无推荐理由
一次性绝育50只猫？！三花村史上最多绝育纪录！	BV1Jz4y1V7ok	喵星人	2023-09-22 18:07:24	9008159	花花与三猫CatLive	104317	14710	6669	260	喵星人·人气飙升
憋笑憋去见太奶了！	BV1fH4y1U7eA	搞笑	2023-09-17 18:06:52	490002276	乐天乔宇派	4469815	465614	6655	19244	百万播放
谍战剧？搞笑片！今年最降智大作，郭敬明的《云之羽》	BV1Th4y1a7G1	娱乐杂谈	2023-09-21 11:39:03	20457232	一只吐槽圆	747149	32955	2421	5956	无推荐理由
锅包没有肉，我为什么会做出这种东西啊！	BV148411v7c7	美食制作	2023-09-20 19:45:17	1916474	神奇海挪	957811	73035	4894	3285	7万点赞
是谁抢到了票	BV1oj411k7YL	搞笑	2023-09-21 18:39:41	70429299	嘞是唐孃孃	877175	67863	958	1195	无推荐理由
福建小伙第一次吃云南烧烤，吓到不敢吃？	BV1hu4y1z7Ku	美食侦探	2023-09-22 17:02:57	4474705	孤独的美食基	115804	16364	2070	253	无推荐理由
【4KHDR】老戴《生化危机 4 重制版 艾达篇》【硬核难度】DLC《逆命殊途》第二章	BV1Fu41137YF	单机游戏	2023-09-22 06:52:39	2142762	老戴在此	171178	9390	2663	133	无推荐理由
每次想放弃， 就会想起外婆这几年对于我学业的关心。不太上B站，不是学霸，之前忘记打标点激发大家吐槽欲，原本是想分享一下外婆的精神力量，大家随便看看好啦…	BV1oV411w76q	日常	2023-09-19 10:10:47	42218858	大抒	593815	24889	593	314	无推荐理由
大学的“美式男” 喝美式，美事自然来.      #杨晓艺#李宗恒	BV1SF411U7oD	日常	2023-09-18 23:28:54	378404732	杨晓艺呢	4130109	289267	4030	9631	无推荐理由
九龄｜将军！你这个坏蛋！	BV1zk4y1F7kB	日常	2023-09-20 10:31:25	51588985	是一只九龄	1280756	111785	26817	6059	百万播放
电视裆间	BV1sj411k7xh	家居房产	2023-09-15 19:01:37	393256183	嘉伟室内设计	2728482	268947	10699	6364	百万播放
AI要是这么搞，以后的视频怎么相信？	BV1DF411U7F8	软件应用	2023-09-20 19:42:49	486989780	老麦的工具库	397603	20322	4073	2075	无推荐理由
《代号：无限大》制作情报公开	BV1aw411e7e9	手机游戏	2023-09-20 23:10:52	3494379073309365	代号无限大	1372201	64392	31099	17445	百万播放
iPhone 15首摔首碎：跌砸滚！Pro Max超瓷晶玻璃+钛金属，还是最坚固的手机吗？	BV1Ek4y1c7ev	数码	2023-09-22 08:14:06	471278344	WHYLAB	223813	7909	3660	1546	无推荐理由
2023只剩2个月了。	BV1m84y1S7gM	搞笑	2023-09-20 19:35:08	543931452	古呀老师	1453733	215467	4770	3893	百万播放
我可能是买了Mate60Pro之后最大的受害者！！	BV1Q84y1S7Jx	数码	2023-09-20 13:56:30	8784855	--圈圈--	805155	38499	7511	369	无推荐理由
为了苦难中的祖国阿！我扑动蝴蝶的翅膀！刘慈欣作品——《混沌蝴蝶》	BV11y4y1F7Ko	影视杂谈	2023-09-22 14:40:19	25073738	科幻视界	49023	8948	6607	223	无推荐理由
钟离速通枫丹主线	BV1rN411n7Vp	短片·手书	2023-09-16 14:36:56	2196632	兰矛RS	743904	106353	9860	7342	10万点赞
被五百万人吐槽的楼梯改色，半年后怎么样了？	BV1fu4y167ky	家居房产	2023-09-16 20:19:21	3461577244149863	谢反反	3614034	84005	950	241	无推荐理由
6个up去新疆旅游，八卦城路上聊八卦……	BV1fw41127R9	出行	2023-09-22 15:56:49	8366990	-欣小萌-	169373	15984	2838	138	无推荐理由
当我妈说我败家不想给我做饭后	BV1HP411b7nV	美食制作	2023-09-21 20:27:17	505601772	大家的养分	166732	16024	1002	574	无推荐理由
游戏史上最好的丧尸游戏之一『消逝的光芒』	BV1Rh4y1Y7fW	单机游戏	2023-09-17 23:22:16	922151	修片狂魔	1598176	95647	7313	2632	无推荐理由
